conta_ID,ID,Data,Valor,Descrição,Categoria,
3185062241,20240515001,2024-05-15,-58.24,COMPRA DABITO DROGARIAS PA1505,Farmácia,
3185062241,20240404003,2024-04-04,-64.98,COMPRA DABITO GREEN FRUIT 04 04,Mercado,
3185062241,20240426002,2024-04-26,-86.27,COMPRA DABITO GREEN FRUIT 2604,Mercado,
4563108796,20240930003,2024-09-30,-12.9,COMPRA DABITO GREEN FRUIT 2809 GREEN FRUIT,Mercado,
4563108796,20240708002,2024-07-08,-107.99,COMPRA DABITO JUNIOR DO GA0607 JUNIOR DO GAS,Gás,
4563108796,20240318003,2024-03-18,-252.5,COMPRA DABITO M P AUTO PE 18 03,Carro,
4563108796,20240411003,2024-04-11,-16.0,COMPRA DABITO MAICA ANDRA 11 04,Geral,
4563108796,20240411002,2024-04-11,-21.6,COMPRA DABITO MANOEL PINT 11 04,Geral,
4563108796,20240322001,2024-03-22,-20.0,COMPRA DABITO MP  CARLACE 22 03,Geral,
4563108796,20240311003,2024-03-11,-7.0,COMPRA DABITO OPEN DEPOSI 10 03,Alimentação,
4563108796,20240411005,2024-04-11,-14.0,COMPRA DABITO OPEN DEPOSI 11 04,Alimentação,
4563108796,20240321002,2024-03-21,-7.0,COMPRA DABITO OPEN DEPOSI 21 03,Alimentação,
4563108796,20240325003,2024-03-25,-7.0,COMPRA DABITO OPEN DEPOSI 23 03,Alimentação,
4563108796,20240401003,2024-04-01,-7.0,COMPRA DABITO OPEN DEPOSI 29 03,Alimentação,
4563108796,20240422003,2024-04-22,-14.0,COMPRA DABITO OPEN DEPOSIT,Alimentação,
4563108796,20240805003,2024-08-05,-7.5,COMPRA DABITO OPEN DEPOSIT0308 OPEN DEPOSITO DE BEBID,Alimentação,
4563108796,20240708005,2024-07-08,-7.0,COMPRA DABITO OPEN DEPOSIT0607 OPEN DEPOSITO DE BEBID,Alimentação,
4563108796,20240513002,2024-05-13,-19.0,COMPRA DABITO OPEN DEPOSIT1205,Alimentação,
4563108796,20240520004,2024-05-20,-7.0,COMPRA DABITO OPEN DEPOSIT1805,Alimentação,
4563108796,20240923002,2024-09-23,-7.0,COMPRA DABITO OPEN DEPOSIT2109 OPEN DEPOSITO DE BEBID,Alimentação,
4563108796,20240424004,2024-04-24,-7.0,COMPRA DABITO OPEN DEPOSIT2404,Alimentação,
4563108796,20240930004,2024-09-30,-19.0,COMPRA DABITO OPEN DEPOSIT2809 OPEN DEPOSITO DE BEBID,Alimentação,
4563108796,20240701003,2024-07-01,-14.0,COMPRA DABITO OPEN DEPOSIT3006 OPEN DEPOSITO DE BEBID,Alimentação,
4563108796,20240715001,2024-07-15,-12.0,COMPRA DABITO PADARIA DOCE1307 PADARIA DOCE SONHO,Alimentação,
4563108796,20240514001,2024-05-14,-12.0,COMPRA DABITO PADARIA DOCE1405,Alimentação,
4563108796,20240722001,2024-07-22,-16.2,COMPRA DABITO PADARIA DOCE2107 PADARIA DOCE SONHO,Alimentação,
4563108796,20240314001,2024-03-14,-15.0,COMPRA DABITO PAG DEPOSIT 14 03,Alimentação,
4563108796,20240403001,2024-04-03,-23.0,COMPRA DABITO PAG ROSIANE 03 04,Geral,
4563108796,20240307001,2024-03-07,-23.0,COMPRA DABITO PAG ROSIANE 07 03,Geral,
4563108796,20240502001,2024-05-02,-23.0,COMPRA DABITO PAG Rosianel0205,Geral,
4563108796,20240415002,2024-04-15,-30.0,COMPRA DABITO PG  TON O M 14 04,Geral,
4563108796,20240408002,2024-04-08,-90.0,COMPRA DABITO PLANCTON MA 08 04,Geral,
3185062241,20240424003,2024-04-24,-168.02,COMPRA DABITO RAIA2693    2404,Farmácia,
4563108796,20240930002,2024-09-30,-38.5,COMPRA DABITO RAIA409     2809 RAIA409,Farmácia,
3185062241,20240319001,2024-03-19,-173.33,COMPRA DABITO SOLUCOE AUT 19 03,Carro,
4563108796,20240923003,2024-09-23,-28.0,COMPRA DABITO TROVAO AZUL 2109 TROVAO AZUL DISTRIBUID,Alimentação,
3185062241,20231218001,2023-12-18,-608.4,CREDIARIO AUTOM   19 60,Financiamento,
3185062241,20240117001,2024-01-17,-608.4,CREDIARIO AUTOM   20 60,Financiamento,
3185062241,20240219001,2024-02-19,-608.4,CREDIARIO AUTOM   21 60,Financiamento,
3185062241,20240318001,2024-03-18,-608.4,CREDIARIO AUTOM   22 60,Financiamento,
3185062241,20240417001,2024-04-17,-608.4,CREDIARIO AUTOM   23 60,Financiamento,
3185062241,20240517001,2024-05-17,-608.4,CREDIARIO AUTOM   24 60,Financiamento,
3185062241,20240617002,2024-06-17,-608.4,CREDIARIO AUTOM   25 60,Financiamento,
3185062241,20240717001,2024-07-17,-608.4,CREDIARIO AUTOM   26 60,Financiamento,
3185062241,20240819001,2024-08-19,-608.4,CREDIARIO AUTOM   27 60,Financiamento,
3185062241,20240917002,2024-09-17,-608.4,CREDIARIO AUTOM   28 60,Financiamento,
3185062241,20231212001,2023-12-12,-1453.0,CREDITO CONSIGNADO   15,Financiamento,
3185062241,20240111001,2024-01-11,-1453.0,CREDITO CONSIGNADO   16,Financiamento,
3185062241,20240215002,2024-02-15,-1453.0,CREDITO CONSIGNADO   17,Financiamento,
3185062241,20240312002,2024-03-12,-1453.0,CREDITO CONSIGNADO   18,Financiamento,
3185062241,20240411001,2024-04-11,-1453.0,CREDITO CONSIGNADO   19,Financiamento,
3185062241,20240513001,2024-05-13,-1453.0,CREDITO CONSIGNADO   20,Financiamento,
3185062241,20240611002,2024-06-11,-1453.0,CREDITO CONSIGNADO   21,Financiamento,
3185062241,20240711002,2024-07-11,-1453.0,CREDITO CONSIGNADO   22,Financiamento,
3185062241,20240813001,2024-08-13,-1453.0,CREDITO CONSIGNADO   23,Financiamento,
3185062241,20240911001,2024-09-11,-1453.0,CREDITO CONSIGNADO   24,Financiamento,
4563108796,20230403001,2023-04-03,-45.0,CXE     001693 SAQUE,Geral,
4563108796,20230302002,2023-03-02,-234.92,DA  AMPLA 000003984519,Ampla,
4563108796,20230901001,2023-09-01,-66.65,DA  AMPLA 000003984519,Ampla,
4563108796,20230102002,2023-01-02,-324.93,DA  AMPLA 000003984519,Ampla,
4563108796,20231101002,2023-11-01,-68.18,DA  AMPLA 000003984519,Ampla,
4563108796,20230801002,2023-08-01,-67.87,DA  AMPLA 000003984519,Ampla,
4563108796,20230801003,2023-08-01,-56.63,DA  AMPLA 000003984519,Ampla,
4563108796,20230403004,2023-04-03,-65.77,DA  AMPLA 000003984519,Ampla,
4563108796,20230601001,2023-06-01,-65.88,DA  AMPLA 000003984519,Ampla,
4563108796,20230601002,2023-06-01,-31.17,DA  AMPLA 000003984519,Ampla,
4563108796,20230202002,2023-02-02,-318.48,DA  AMPLA 000003984519,Ampla,
4563108796,20231201003,2023-12-01,-66.84,DA  AMPLA 000003984519,Ampla,
4563108796,20231201004,2023-12-01,-66.73,DA  AMPLA 000003984519,Ampla,
4563108796,20240201001,2024-02-01,-68.18,DA  AMPLA 000003984519,Ampla,
4563108796,20240201002,2024-02-01,-68.52,DA  AMPLA 000003984519,Ampla,
4563108796,20240301002,2024-03-01,-68.03,DA  AMPLA 000003984519,Ampla,
4563108796,20240401005,2024-04-01,-66.95,DA  AMPLA 000003984519,Ampla,
4563108796,20240502003,2024-05-02,-68.63,DA  AMPLA 000003984519,Ampla,
4563108796,20240603003,2024-06-03,-69.41,DA  AMPLA 000003984519,Ampla,
4563108796,20240701005,2024-07-01,-69.58,DA  AMPLA 000003984519,Ampla,
4563108796,20240801001,2024-08-01,-70.46,DA  AMPLA 000003984519,Ampla,
4563108796,20240902002,2024-09-02,-68.87,DA  AMPLA 000003984519,Ampla,
4563108796,20230126002,2023-01-26,-225.84,DA  OI   TV 000000346690,TV,
4563108796,20230227004,2023-02-27,-225.84,DA  OI   TV 000000346690,TV,
4563108796,20230317003,2023-03-17,-128.08,DA  VIVO RJ 11171624632,Telefone,
4563108796,20230918003,2023-09-18,-151.36,DA  VIVO RJ 11171624632,Telefone,
4563108796,20231018002,2023-10-18,-151.36,DA  VIVO RJ 11171624632,Telefone,
4563108796,20230117002,2023-01-17,-128.08,DA  VIVO RJ 11171624632,Telefone,
4563108796,20230717002,2023-07-17,-151.36,DA  VIVO RJ 11171624632,Telefone,
4563108796,20231117001,2023-11-17,-151.36,DA  VIVO RJ 11171624632,Telefone,
4563108796,20230817001,2023-08-17,-151.36,DA  VIVO RJ 11171624632,Telefone,
